content,score,at
"Oke sih, cuman gaada detail kuotanya. Segera di update untuk detail kuota dong.",4,27/07/2022 17:59
"Jaringan sangat jelek, padahal tinggal di Jakarta, udh hubungi live.on ktny memang jaringan di tempat saya sedang bermasalah tp udh seminggu lebih jaringan nggak ada perubahan dari pertama beli. Saran aja mending beli yg Laen biarpun harga nambah dikit drpd beli kuota gede tp nggak bisa dipake.",1,27/07/2022 12:37
"Jaringan benerin, katanya pake jaringan xl tp parah, lagi main game sinyal ilang nyampe 5mnt.",1,27/07/2022 07:53
"kecewa parah sengaja beli buat belajar disekolah tapi jaringannya jelek banget padahal bar sinyal penuh udah ubah apn masih sama aja, cacat!",1,27/07/2022 04:55
Jaringan XL ditempat saya belum maksimal...,4,27/07/2022 01:17
Murah,5,27/07/2022 00:46
"Baru pertama pakai langsung suka, paket dan sinyalnya beneran full servis 😁👍🏻",5,26/07/2022 22:09
"Sinyal kurang stabil, harus diperbaiki lagi",3,26/07/2022 15:15
👍,5,26/07/2022 13:12
Nyaris tak terdengar.... kilat sinyalnya,5,26/07/2022 09:06
Mantap sekali kuota melimpah,5,26/07/2022 06:21
"Lelet, tolong ditingkatkan lagi ya.... Saya di Surabaya lemot banget, jangan up ke 5G dulu deh, yg ini aja belom 4G+",1,26/07/2022 06:10
berfungsi,5,26/07/2022 06:06
"Aplikasi lumayan oke bagus, cuman kalau bisa live on tolong tambah kan fitur untuk pengecekan jaringan sama fitur tengok daerah daerah yang support jaringan live on soalnya biar orang orang tau daerah mana aja jaringan yang di supportnya",3,26/07/2022 06:01
"Fitur informasi pembagian kuota tidak ada, tolong di benahi",1,26/07/2022 05:23
ngebelnk di poco x3 proo,2,26/07/2022 04:47
Cukup beli sekali aja nyeaal hilang mulu,1,26/07/2022 03:27
"Lemot Parah, Data Rollover Ratusan GB jadi ga guna, CS di Live Chat nya juga sama2 lelet, ga ngebantu sama sekali, disuruh kirim email dengan banyak persyaratan yg harus dilampirkan, agar bisa dibantu. Mending ganti provider, drpd harus menuhin syarat yg dikasih.",1,26/07/2022 01:52
sinyal bagus banget keren deh pokoknya sukses slalu live on,5,25/07/2022 23:44
Mantaff,5,25/07/2022 23:11
proses aktivasiny sungguh ribettt,1,25/07/2022 14:33
Sinyal semakin hari semakin buruk,2,25/07/2022 14:28
Gak jelas proses,1,25/07/2022 13:40
kalo bisa paket harga di bawah 50.000 ada juga yang revolver data+ 30 hari,5,25/07/2022 11:04
Tolong berikan fitur unreg di apk biar lebih mudah,3,25/07/2022 10:40
Data sih boleh rollover cuma sangat di sayangkan untuk signal di daerah perkotaan lemot abis kalah sama axis dan 3... Mesti ganti2 apn terus kalo mulai lemot...A,1,25/07/2022 10:17
"Apa sih gak jelas... Aktivasi kartu ae susah bet... Pakai Wi-Fi stuck di loading terus... Sekalinya muncul cuma ada tulisan ""Your session has been lost/out gak tahu, ketutupan loading...",1,25/07/2022 05:54
Banyak dpt bonus,5,25/07/2022 02:01
💕,5,24/07/2022 19:15
Paketan masih 28 gb kok tidak bisa di pake gajelas banget sistemnya gmn sih inijdi binggung,1,24/07/2022 18:16
"Untuk di daerah Lampung, sinyal Live On sangat bagus. bahkan di area pedesaan sekalipun sinyalnya masih tetap stabil.👍",5,24/07/2022 16:08
"Lumayan hemat y pke live on, kuota yg tersisa msh bisa diakumulasi lg.",5,24/07/2022 11:54
"Sinyal kenapa jadi jelek banget sih, ga ada perbaikan, dikomplen ke cs di twitter ga dibales,",1,24/07/2022 11:49
kerenn,5,24/07/2022 11:15
Ini loading beli paketnya lama banget tolong diperbaiki,4,24/07/2022 08:58
Ohhhhwwww perasaan beli kuota yg 20Gega....kenapa jadi 70Gega????ini bonus nya keterlaluan besty...,5,24/07/2022 05:42
Bagus banget sangat di rekomendasikan di harga 100rb ke atas beli paketanya kenceng banget sinyalnya,5,24/07/2022 04:55
"Tapi sayang, chip kartu live. On saya tidak bisa dipakai, minta ganti kartu, tapi bingung mau kemana??? Coba hubungi online belum direspon? Sampai 1bulan lebih dah gak bisa dipakai... Menyesal dah.... Buang duit buang waktu Itu dulu.... Sekarang sudah bisa dipakai lagi Trims atas bantuan team teknisnya.",5,24/07/2022 04:45
"Kelebihan : aplikasi sangat mudah, tidak ada kuota yg hangus Kekurangan : speed datanya masih di bawah axis, bisa stabil dengan merubah settingan APN dulu tetapi tidak bertahan lama Saran : cukup by.u saja yg lelet, jangan promosi untuk kalangan anak muda tapi speed data kaya lansia",2,24/07/2022 04:43
Sinyal bagus💪👍👍,4,24/07/2022 03:12
Sisa kuota masih banyak kok ada notif tinggal 50% .. Kuota rollover gak bisa di gunakan 🥲,1,23/07/2022 23:18
Bagus,5,23/07/2022 22:37
Sinyal buruk pdhal saya memakai di sekitar jakarta bukan pelosok pedesaan ya.. detail kuota tidak jelas.. Tolonglah diperbaiki lg dan dimaksimalkan melayani pengguna provider ini.. Terimakasih,1,23/07/2022 17:09
Luar biasa,5,23/07/2022 16:40
Sinyal sering hilang. Padahal data masih banyak. Apa kena batas pemakaian? Jelek kualitas jaringannya padahal lokasi di kota besar.,1,23/07/2022 16:38
Keren banget BESTie,5,23/07/2022 14:01
Sangat puas sisa kuota GK bisa hangus nambah terus,5,23/07/2022 12:47
seandainya harga paketnya lebih murah dan banyak variasinya,5,23/07/2022 12:20
"Selamat tinggal, saya kecewa dengan sinyal yang lama semakin lama tidak stabil. Semoga beberapa tahun lagi, atau beberapa bulan lagi saya mendengar kabar baik tentang live.on yang membuat saya kembali lagi menggunakan live.on lagi...",1,23/07/2022 09:43
Ini gimana maintenance nya lama amat. Dapet kode promo cuma 2 hr ga bisa di gunain. Tolong dong secepatnya diperbaiki,3,23/07/2022 07:29
"Apk network eror terus padahal jaringan stabil bagus ,slalu dalam perbaikan terus ,jadi susah buat aktivasi kartu sim ,tolong perbaiki secepatnya",5,23/07/2022 06:49
Apaa kartunya gk bisa di pake buang buang duit doang setiap masuk aplikasi eror terus lucu begitu?,1,23/07/2022 06:30
"Luar biasa, terimakasih Live On sekarang sdh bisa nikmatin paket data tak terbagi bagi",5,23/07/2022 06:17
Keren,5,23/07/2022 05:53
"Bikin informasi tentang koutanya lebih lengkap dong, pisahin antara kouta utama sama kouta streaming dan add on",2,23/07/2022 05:40
Ok,5,23/07/2022 04:11
"Ko Gk bisa log in cok,",2,23/07/2022 01:20
Untuk di kota semarang lumayan bagus sih.,5,23/07/2022 01:07
Koneksinya bagus dan aplikasinya mudah digunakan,5,22/07/2022 22:56
Harga lumayan murah tapi pilihan paketnya sedikit jadi saat keuangan sedang menipis tidak ada pilihan paket yang sesuai keinginan,5,22/07/2022 22:51
"Live.On memang sangat cocok untuk digunakan oleh semua orang karena harganya cukup terjangkau tetapi batasan kuotanya tidak pernah habis, Terima kasih",5,22/07/2022 16:33
"Plisss Jan di beli, rugiiii parahh",1,22/07/2022 15:19
"awal awal sinyal bagus, sekarang knapa jadi jelek",1,22/07/2022 13:34
"baru pakek kasih bintang 3 dulu ya, aplikasi mohon di update lagi min,, detail kuota, promo paket murah, sama kecepatannya di tingkatkan lagi,, ini produk xl kan,, jadi jangan kalah sama xl dan axis. bagus dan asik sih konsepnya tapi kami pengguna juga wajib mengkritik dan memberi saran agar bisa lebih baik lagi terus jangan lupa saran kita semua segera di tindak lanjuti ya biar kita nyaman dan terus bisa menggunakan live on, dari saya itu aja sih min makasih.",3,22/07/2022 12:44
Jaringan sangat lambat. Kalau kaya gini terus saya buang kartunya.,2,22/07/2022 12:00
makin kesini makin ampas,1,22/07/2022 11:58
Dijamin gumoh kuota guys....,5,22/07/2022 11:44
"Sering bgt masalah.. Padahal sinyal penuh eh gak bisa login ke game online, giliran coba pake operator lain bisa.. Giliran liveon bisa login game online sinyalnya gak stabil.. Ini operator bagusnya cuma buat nonton youtube 360p doang, bwt download dan maen game online sering trouble terputus putus..",1,22/07/2022 11:01
2 hari ini ancur banget sinyalnya,1,22/07/2022 10:50
Keren banget,5,22/07/2022 10:12
Pertamanya doang bagus sinyal. Eh pas udah di perpanjang data malah jelek. Nyesel coyy beli nih kartu. Sat.,1,22/07/2022 06:48
Seneng bisa pakai live on.. kenceng banget sinyalnya,5,22/07/2022 04:59
Lazada . Shopee oke 🤯🥳🥳🎉🎉🎊 YouTube Live.On 🌟🌟🌟🌟🌟,5,22/07/2022 04:42
"Woow!! Kuotanya Awet BANGET, Bukan Karena Hemat, Tapi Gak Bisa Dipake. jaringannya Leylet lho. Ampuun deh",3,22/07/2022 04:28
Tolong dong tampilin kuota detailnya Misal kuota add on sama kuota main nya biar bisa lebih ngeh,3,22/07/2022 03:18
ok ok,5,22/07/2022 00:02
Lancar jaya...,5,21/07/2022 22:09
Tolong pesanan saya apakah dapat di proses. Setelah saya melakukan pembayaran untuk pembelian kartu saya mendapatkan pesan melalui email bahwa pembayaran anda belum berhasil sedangkan saldo saya sudah terpotong. Mohon ditindak lanjuti,1,21/07/2022 15:29
"Nice,,, meskipun ngeleg bngt beli kuota 12 GB dapet 50 GB 😎",5,21/07/2022 14:36
Baru mau coba Eeh udh download pas mw beli kartu SIM diarahkan ke web nya terus gagal masuk Ini gimana ya admin,1,21/07/2022 13:36
"Edit pengiriman SIM cepet, tp ga d update d pelacakan nya. Sinyal hari pertama pake oke, tp hr setelah nya E doang.",3,21/07/2022 13:25
Sangat membantu,5,21/07/2022 12:44
"Saya sudah pesan kartunya dan sampai dengan selamat, pas dipakai ternyata daerah saya tidak tercakup jaringan XL jadi tidak bisa digunakan, untuk sekarang saya kasi 4⭐ dulu, siapa tau ada penambahan jaringan di daerah saya di kemudian hari akan saya kasi review kembali.",4,21/07/2022 10:00
Tampilan detail kuotanya membingungkan dan tidak lengkap,1,21/07/2022 07:47
Istimewa,5,21/07/2022 06:39
Provider sangat mantap.,5,21/07/2022 03:17
Signal bagus harga terjangkaau,5,20/07/2022 20:50
Kenapa tidak bisa digunakan di papua barat?,3,20/07/2022 15:44
Percuma paket murah tapi ga ada sinyal,1,20/07/2022 14:42
Mau bayar pakek ovo berkali kali gagal. Terus ngulang dari awal berkali kali. Ga jadi makek. Terbuang waktuku sia sia,1,20/07/2022 10:30
"Min tolong pisahkan info quota utama dan Add-onnya dong! Biar lebih jelas , semoga adminnya baca komentar ini. Terimakasih 🙏",5,20/07/2022 09:12
Tolong di optimalin aja aps nya,4,20/07/2022 07:27
"Kuota 30GB kecepatan internet 10KBps. Nulis review ini aja butuh waktu lebih. Tolong lah, kuota bejibun tapi kecepatan nihil.",1,20/07/2022 05:29
sippp,5,20/07/2022 02:16
"Tidak ada detail paket,hanya paket keseluruhan,tolonglah di perbaiki lagi supaya nyaman memanage paket internetnya",1,19/07/2022 20:05
Saya sudah menghubungi tim tapi hanya diminta mengubah apn dll. Sudah saya bilanh kalo disini sinyalnya hancur mohon diperbaiki. Tidak ada tindak lanjut dari pihak live.on sudah 5 hari sampai saat ini terjadi. Ditempat lain normal2 saja. Hanya di sekitaran rumah saya doang yg hancur. Coba datang ke tempat saya. Dulu juga pernah kejadiannya sama ketika hujan lebat dan banjir pasti besok sinyal ancur lokasi ciledug masjid al baidho sinyal ancur parah main game tidak stabil jadinya.,1,19/07/2022 16:46
Sinyal 👍 tapi boros kuota.,5,19/07/2022 15:13
"Ada yg sama ga si? Kuota masih banyak tapi buka olshop, ig, wa, game lag parah. Ini kenapa ya??? Sudah otak atik apn liat youtube sana sini hasilnya ga berubah, tolong dong diproses, blm ada sebulan pake live on tapi masa kaya gini hadehhh...",2,19/07/2022 10:55
Jaringan mantap no lag,5,19/07/2022 10:14
Saat ini masih memuaskan,5,19/07/2022 10:09
"Kenapa sinyal sering hilang ya di tegal alur jakarta barat, parah banget udah hampir 2 minggu ini",1,19/07/2022 06:24
"Bos, nomer baru sy belum sampai tp status sdh sampai, gimana nih hadeeeh, sy udah kirim email 4 x gak ada balesan jg, parahhhhh bos. Sdh sy email 4 x bos gak dijawab jg",1,19/07/2022 04:31
Ok,5,19/07/2022 01:53
Sinyalnya skrg jadi lemot banget knp ya? Tolong diperbaiki.,3,18/07/2022 23:09
Kuota sisanya bisa ditabung,5,18/07/2022 22:21
Live On lancar dan mantap.,5,18/07/2022 20:30
Sim card live on tidak terbaca... Padahal simcard lain yg dipasang tidak ada masalah... 50K TERBUANG SIA-SIA,1,18/07/2022 19:05
"Jelek sinyal nya masa saat pertama beli lancar dan saat masa aktif nya hampir habis jelek bgt sinyal nya, apakah emg dibatasin kecepatan nya atau gimana udah ngikutin rubah APN blbalalabalal dan masih sama GK ada bagus² setelah ganti APN, saya internetan masih ditempat yg sama tapi kecepatan internet menurun drastis bintang 1 aja kecewakan kalau gini kuota aja bejibun tapi GK bisa dipakai buat apa!!!!",1,18/07/2022 14:36
Mantap aap nya,5,18/07/2022 13:49
Percuma kuota banyak tapi lemot. Saya bayar mahal-mahal malah lemot yg saya dapatkan. Dah itu aja.,1,18/07/2022 11:54
Terbaik ⭐⭐⭐⭐⭐,5,18/07/2022 11:44
"Internet lambat , padahal Kouta baru beli tolong developer yang terhormat internet nya di perbaiki lagi khusus daerah lampung",1,18/07/2022 11:40
Data masih 66gb buka internet aj lola.... Jaringan kampreeeeeeeeet. Jaringannnnn anjiiiiiiiiiing makin lama makin leled jaringan XL.... 🖕🖕🖕🖕,1,18/07/2022 11:26
Kenapa ini padahal kuota saya yang 120gb tiba-tiba hangus dan langsung ke 70gb? Gimana ini live on?,1,18/07/2022 09:52
"Tidak ada sinyal di area Klaten, Boyolali",1,18/07/2022 09:24
Hjj,5,18/07/2022 09:04
"Semua bagus, untuk kecepatan internet lumayan, cuman untuk Interface Live On masih kurang memuaskan dibanding yang lain, contohnya seperti detail kuota yang masih terlalu ribet untuk dapat diketahui. Semoga kedepannya selalu lebih baik!",5,18/07/2022 07:36
Mohon penjelasannya knp setiap kuota saya udah 30 GB selalu saja kecepatannya kaya dikurangi katanya tidak akan kena batas kecepatan internet gimana ini solusinya live on,1,18/07/2022 03:40
aplikasinya bagus jaringannya bagus.....mantap.....mohon diberi banyak pilihan promo yang menarik,5,18/07/2022 01:56
Kenyang,5,18/07/2022 01:30
"Sangat bermanfaat, saya sukaa",5,18/07/2022 00:48
Bener sisa kuotanya tidak hilang,5,17/07/2022 22:47
Di live on bisa nabung kuota data,5,17/07/2022 17:49
"Awal make lancar lancar aja, tapi ke depannya jaringan nya busuk, jangan pernah beli nanti nyesel",1,17/07/2022 10:31
Mntull,5,17/07/2022 10:18
Bagus,5,17/07/2022 08:13
Sinyal nghonthol,1,17/07/2022 07:42
Good bnget,5,17/07/2022 07:13
paket 50k tidak ada lagi?? saya kecewa,2,17/07/2022 03:46
Jaringan buruk terus.,1,17/07/2022 03:10
Jos gandos. Saran perbanyak paket murah under 60k. Saya akan betah kalo gitu,5,17/07/2022 02:45
Kerennn jaringanny jg bagusss,5,17/07/2022 02:09
"Paket murah dengan kuota banyak, koneksi jabodetabek stabil pokonya, ga mengecewakan dari pertama pake live.on sampe skrg.",5,17/07/2022 00:50
"BAR PENUH, SINYAL 4G+, KUOTA BANYAK, TAPI GA CONNECT KNTL!!! UDAH DI REFRESH, MODE PESAWAT BOLAK BALIK, RESTART HP, TETEP AJA LEMOT NGNTT!!!",1,16/07/2022 17:36
"The best emang, inovasi yang saya inginkan, akan tetapi harga kuota internet nya masih di atas 50k untuk sebulan 👍🏼",5,16/07/2022 17:27
"Semoga live on tetap ada soalnya saya sudah suka pakai live on, kelebihannya adalah kuota yang tidak hangus. Untuk sinyal didaerah saya bagus mengikuti sinyal xl dan axis jika sinyal xl dan axis jelek live on pun ikutan 👍",5,16/07/2022 15:31
Mantap jiwa,5,16/07/2022 14:09
Oke lah sinyalnya,5,16/07/2022 13:37
Mantap paketnya murah',5,16/07/2022 12:01
"Beli paket 50gb bonus 25gb harga 125rb, tapi yabg masuk cuman 55 gb sangat pembodohan sekali",2,16/07/2022 11:39
Mantap sinyal manteng,5,16/07/2022 10:58
Mantap Kuota nya gede tp murah banyak Promo nya juga,5,16/07/2022 10:06
"Tambahin kuota yg lebih murah lagi dong min....misalnya harganya di bawah 50k, thnks min👍👍👍",5,16/07/2022 08:56
buat sosial media youtube donwload lancar tapi saat main game ping selalu drop,1,16/07/2022 06:18
Sinyalnya ok bgt,5,16/07/2022 04:58
Ok,5,16/07/2022 01:49
"Katanya rollover mana buktinya?!! Yang ada malah lemott, download file yg 15mb aja kek nunggu berapa menit baru kelar padahal msih ada 12 hari baru habis kuotanya, sisa kuota 42gb tpi gk bisa di pake iih gk bngt",1,15/07/2022 19:32
Aplikasi dan jaringanya sangat memuaskan,5,15/07/2022 17:04
Ok,5,15/07/2022 15:42
Jaringannya jelek bet sumpah main gim ngelag2,1,15/07/2022 15:28
Sukaaaa,5,15/07/2022 11:22
"saya akan menaikkaan rating bintang ini, apabila harga paketan 100GB itu Rp 150.000 jadi harga lebih murah seperti Rp 75.000 atau Rp 100.000 ,jangan waktu promo aja",1,15/07/2022 10:31
Kualitas sinyal bagus. Pelayanan juga sangat baik. Komplain penggantian kartu sim karena tidak terbaca langsung di tanggapi dan dikirim kembali kartu sim yang baru. Mantap,5,15/07/2022 09:30
Rollover hanyalah gimmick,3,15/07/2022 08:33
sinyal kadang bagus kadang jelek,3,15/07/2022 07:47
Kontak customer care nya dimana liveon ini? Saya mau komplen,3,15/07/2022 07:38
"Suka banged sama Live on. Sinyal bagus, paketan besar tanpa dibeda2kan kuotanya, gak ada jam2an juga. Minus nya cuma 1 sih, coba ada pilihan paketan hanya untuk mingguan atau harian akan better",5,15/07/2022 04:59
Di download aj gak bisa2..trus saya beli card itu buat apa kalo aplikasi nya tidak bisa di download..mengecewakan,1,15/07/2022 01:25
Tolong di update aplikasi nya fitur nya Menurut ku kurang lengkap minimal seperti my Telkomsel lah kalo dah update tak kasih bintang 5,3,15/07/2022 01:12
"Pemesanan & aktivasinya ribet. Untuk membuat nomor sendiri, juga perlu biaya tambahan. Namun tampilan aplikasinya sangatlah simpel. Mudah dipahami. Kuota juga murah & bisa bayar di Alfamart. Ide data Rollovernya bagus, namun setelah dicoba ternyata Rollover data tidak bisa digunakan. Jadi, kayak cuma buat promo penarik. Kuota Rollover cuma bisa jadi pajangan.",4,14/07/2022 17:10
"Agak kurang puas sama pelayanannya dan kecepatan internetnya, terutama di kecepatan internetnya, sudah 2 hari kecepatan internet bermasalah tidak juga di perbaiki, dan CSnya ngasih solusi juga kurang efektif buat kendalanya, masa kecepatan unggahan dan download nggak sampe 1 Mbps mulai dari jam 23:00 sampe subuh, agak kecewa sih. Saya berharap kedepannya akan sangat bagus sekali pelayanannya.",3,14/07/2022 16:13
Wifi berjalan mantep,5,14/07/2022 13:19
Big Kuota. Tidak terlalu mahal. Buanyak banget untungnya. Tks Live On,5,14/07/2022 11:53
Nice,5,14/07/2022 09:14
saya sudah beli kartu live on.. lewat app ini... tp kok ga ada notifikasi/ pemberitahuan detail nya ya... cara lihatnya gimana,5,14/07/2022 09:06
"Saat membuka aplikasi lama, terus juga harus punya data / terhubung kejaringan internet bila ingin membeli paket, Berbeda dengan aplikasi milik By.* (Telk**). begitu buka aplikasi lgsg muncul semua, dan meskipun tidak terhubung ke internet / paket data habis masih bisa digunakan buat transaksi / membeli paket data. Untuk harga relatif, standard, tidak murah, juga tidak mahal. Poin + kartu ini Ada data rellover, jadi misal paket tidak habis ketika beli paket selanjutnya akan ditambahkan.",2,14/07/2022 07:28
Jos kenceng internetnya,5,14/07/2022 05:40
Memuaskan,5,14/07/2022 04:52
Walaupun apknya masih ada kekurangan gak jalan tanpa usap dulu di poco x3 pro tapi karena ada paket 100GB cuma 75k jd bintang 5 deh. Mudah2an paket itu ada terus.,5,14/07/2022 04:28
Semoga awet janji nya..,5,14/07/2022 03:39
"Mantap ,,,perluas lgi donk jangkauan jaringannya",5,14/07/2022 03:34
Harga perdana nya sih emang murah. Ternyata kualitas sinyalnya juga murahan. Buka aplikasi Live.On aa lama. Nyesel beli nomor XL live.On 😡😡😡,1,14/07/2022 03:02
"Jaringan mantap. Aplikasi sederhana,ringan, dan simple saja",5,13/07/2022 23:20
